Date Time,p (mbar),T (degC),rh (%)
20.04.2014 13:40:00,982.39,17.5,51.11
20.04.2014 13:50:00,982.28,17.91,50.2
20.04.2014 14:00:00,982.15,17.77,51.84
20.04.2014 14:10:00,982.16,17.9,51.05
20.04.2014 14:20:00,982.13,18.15,48.23
20.04.2014 14:30:00,982.04,18.35,46.91
20.04.2014 14:40:00,981.92,18.08,49.56
20.04.2014 14:50:00,981.87,17.64,52.95
20.04.2014 15:00:00,981.88,17.32,53.62
20.04.2014 15:10:00,981.85,17.85,53.14
20.04.2014 15:20:00,981.77,17.48,53.5
20.04.2014 15:30:00,981.75,17.66,54.18
20.04.2014 15:40:00,981.73,17.81,51.41
20.04.2014 15:50:00,981.57,17.6,50.83
20.04.2014 16:00:00,981.47,17.9,51.26
20.04.2014 16:10:00,981.52,17.89,53.39
20.04.2014 16:20:00,981.42,17.44,55.54
20.04.2014 16:30:00,981.43,17.15,56.36
20.04.2014 16:40:00,981.27,17.13,56.74
20.04.2014 16:50:00,981.23,17.23,55.27
20.04.2014 17:00:00,981.24,17.23,52.46
20.04.2014 17:10:00,981.17,17.32,51.89
20.04.2014 17:20:00,981.08,17.37,52.67
20.04.2014 17:30:00,981.23,17.2,51.05
20.04.2014 17:40:00,981.7,16.15,51.2
20.04.2014 17:50:00,981.85,14.5,61.56
20.04.2014 18:00:00,981.69,13.13,68.13
20.04.2014 18:10:00,981.57,12.34,72.5
20.04.2014 18:20:00,981.92,12.24,74.4
20.04.2014 18:30:00,982.16,12.03,75.4
20.04.2014 18:40:00,982.18,11.93,76.5
20.04.2014 18:50:00,982.06,12.24,71.2
20.04.2014 19:00:00,982.07,12.06,75.3
20.04.2014 19:10:00,982.11,11.63,79.6
20.04.2014 19:20:00,982.15,12.0,79.2
20.04.2014 19:30:00,982.24,11.47,84.5
20.04.2014 19:40:00,982.39,11.83,81.9
20.04.2014 19:50:00,982.56,11.88,82.6
20.04.2014 20:00:00,982.6,11.75,83.6
20.04.2014 20:10:00,982.69,11.63,85.5
20.04.2014 20:20:00,982.62,11.63,85.2
20.04.2014 20:30:00,982.58,11.92,81.8
20.04.2014 20:40:00,982.54,11.61,82.7
20.04.2014 20:50:00,982.28,11.24,85.4
20.04.2014 21:00:00,982.29,10.81,89.5
20.04.2014 21:10:00,982.27,10.96,85.9
20.04.2014 21:20:00,982.25,10.93,86.2
20.04.2014 21:30:00,982.33,11.19,82.9
20.04.2014 21:40:00,982.46,10.43,88.7
20.04.2014 21:50:00,982.31,10.14,91.9
20.04.2014 22:00:00,982.24,10.15,89.8
20.04.2014 22:10:00,982.22,10.31,87.3
20.04.2014 22:20:00,982.17,10.02,90.5
20.04.2014 22:30:00,982.12,9.96,91.2
20.04.2014 22:40:00,982.12,9.95,91.5
20.04.2014 22:50:00,982.12,10.2,89.4
20.04.2014 23:00:00,982.17,10.21,89.4
20.04.2014 23:10:00,982.01,10.21,88.2
20.04.2014 23:20:00,981.95,10.11,89.5
20.04.2014 23:30:00,981.9,10.07,89.8
20.04.2014 23:40:00,981.9,9.88,91.1
20.04.2014 23:50:00,981.81,9.76,91.5
21.04.2014 00:00:00,981.74,9.51,91.5
21.04.2014 00:10:00,981.67,9.27,93.5
21.04.2014 00:20:00,981.53,9.0,94.5
21.04.2014 00:30:00,981.48,8.96,94.9
21.04.2014 00:40:00,981.37,8.72,94.6
21.04.2014 00:50:00,981.27,8.45,95.3
21.04.2014 01:00:00,981.15,8.35,95.9
21.04.2014 01:10:00,981.12,8.2,96.0
21.04.2014 01:20:00,981.02,8.02,96.3
21.04.2014 01:30:00,980.99,7.83,96.4
21.04.2014 01:40:00,980.88,7.81,96.8
21.04.2014 01:50:00,980.77,7.73,97.0
21.04.2014 02:00:00,980.76,7.54,96.7
21.04.2014 02:10:00,980.71,7.24,97.0
21.04.2014 02:20:00,980.65,7.45,97.5
21.04.2014 02:30:00,980.57,7.46,97.4
21.04.2014 02:40:00,980.61,7.2,97.2
21.04.2014 02:50:00,980.49,7.01,97.3
21.04.2014 03:00:00,980.32,6.95,97.5
21.04.2014 03:10:00,980.35,6.92,97.6
21.04.2014 03:20:00,980.29,6.8,97.6
21.04.2014 03:30:00,980.26,6.67,97.7
21.04.2014 03:40:00,980.25,6.63,97.7
21.04.2014 03:50:00,980.27,6.28,97.7
21.04.2014 04:00:00,980.09,6.27,97.8
21.04.2014 04:10:00,980.02,5.82,97.5
21.04.2014 04:20:00,979.99,5.81,98.1
21.04.2014 04:30:00,979.91,5.54,97.8
21.04.2014 04:40:00,979.96,5.4,98.1
21.04.2014 04:50:00,980.03,5.54,98.4
21.04.2014 05:00:00,979.98,5.62,98.4
21.04.2014 05:10:00,979.93,5.92,98.6
21.04.2014 05:20:00,979.94,5.92,98.3
21.04.2014 05:30:00,979.94,5.72,98.2
21.04.2014 05:40:00,979.91,5.67,98.4
21.04.2014 05:50:00,979.96,5.66,98.5
21.04.2014 06:00:00,979.92,5.64,98.6
21.04.2014 06:10:00,979.94,5.49,98.5
21.04.2014 06:20:00,979.98,5.42,98.6
21.04.2014 06:30:00,980.09,5.28,98.6
21.04.2014 06:40:00,980.16,5.1,98.5
21.04.2014 06:50:00,980.17,5.18,98.9
21.04.2014 07:00:00,980.16,5.28,98.9
21.04.2014 07:10:00,980.08,5.34,98.9
21.04.2014 07:20:00,980.11,5.46,99.0
21.04.2014 07:30:00,980.08,5.7,98.9
21.04.2014 07:40:00,980.12,5.83,98.8
21.04.2014 07:50:00,980.13,5.83,98.7
21.04.2014 08:00:00,980.12,5.85,98.8
21.04.2014 08:10:00,979.99,6.28,99.2
21.04.2014 08:20:00,979.91,6.64,99.1
21.04.2014 08:30:00,979.8,7.2,99.1
21.04.2014 08:40:00,979.73,7.36,98.3
21.04.2014 08:50:00,979.65,7.68,98.3
21.04.2014 09:00:00,979.66,7.9,97.7
21.04.2014 09:10:00,979.65,8.31,97.8
21.04.2014 09:20:00,979.55,8.96,97.9
21.04.2014 09:30:00,979.46,9.67,97.4
21.04.2014 09:40:00,979.29,10.46,97.9
21.04.2014 09:50:00,979.16,11.36,98.2
21.04.2014 10:00:00,979.11,11.92,96.7
21.04.2014 10:10:00,979.02,12.48,94.1
21.04.2014 10:20:00,979.0,12.94,84.5
21.04.2014 10:30:00,978.99,13.78,71.1
21.04.2014 10:40:00,978.95,14.7,66.91
21.04.2014 10:50:00,978.96,15.09,59.75
21.04.2014 11:00:00,978.94,14.89,59.58
21.04.2014 11:10:00,978.94,14.92,59.09
21.04.2014 11:20:00,978.83,14.79,59.3
21.04.2014 11:30:00,978.72,15.01,59.11
21.04.2014 11:40:00,978.71,15.21,59.1
21.04.2014 11:50:00,978.61,14.98,58.3
21.04.2014 12:00:00,978.6,15.13,57.09
21.04.2014 12:10:00,978.58,15.35,57.87
21.04.2014 12:20:00,978.66,15.51,58.06
21.04.2014 12:30:00,978.66,15.63,57.77
21.04.2014 12:40:00,978.6,15.66,56.52
21.04.2014 12:50:00,978.68,15.41,55.36
21.04.2014 13:00:00,978.63,14.95,56.42
21.04.2014 13:10:00,978.66,14.84,55.18
21.04.2014 13:20:00,978.65,15.09,55.55
21.04.2014 13:30:00,978.68,14.75,56.28
21.04.2014 13:40:00,978.61,14.51,57.59
21.04.2014 13:50:00,978.62,14.4,58.74
21.04.2014 14:00:00,978.59,14.71,59.08
21.04.2014 14:10:00,978.62,14.54,59.18
21.04.2014 14:20:00,978.69,14.66,58.76
21.04.2014 14:30:00,978.63,14.76,59.0
21.04.2014 14:40:00,978.66,14.66,59.55
21.04.2014 14:50:00,978.69,14.6,59.63
21.04.2014 15:00:00,978.7,14.48,59.64
21.04.2014 15:10:00,978.64,14.32,60.55
21.04.2014 15:20:00,978.56,14.41,60.68
21.04.2014 15:30:00,978.49,14.37,60.64
21.04.2014 15:40:00,978.42,14.58,59.77
21.04.2014 15:50:00,978.45,14.45,60.06
21.04.2014 16:00:00,978.44,14.29,60.81
21.04.2014 16:10:00,978.44,14.35,59.69
21.04.2014 16:20:00,978.45,14.49,59.24
21.04.2014 16:30:00,978.32,14.89,57.78
21.04.2014 16:40:00,978.23,15.1,57.11
21.04.2014 16:50:00,978.22,14.98,56.92
21.04.2014 17:00:00,978.27,15.04,55.73
21.04.2014 17:10:00,978.24,15.05,56.19
21.04.2014 17:20:00,978.26,15.28,55.47
21.04.2014 17:30:00,978.28,15.51,55.06
21.04.2014 17:40:00,978.25,15.62,55.64
21.04.2014 17:50:00,978.3,15.64,55.76
21.04.2014 18:00:00,978.19,15.54,56.75
21.04.2014 18:10:00,978.18,15.32,57.39
21.04.2014 18:20:00,978.16,14.9,59.21
21.04.2014 18:30:00,978.19,14.71,59.87
21.04.2014 18:40:00,978.19,14.61,60.34
21.04.2014 18:50:00,978.23,14.56,60.94
21.04.2014 19:00:00,978.31,14.47,61.52
21.04.2014 19:10:00,978.37,14.33,62.05
21.04.2014 19:20:00,978.45,14.11,62.8
21.04.2014 19:30:00,978.63,13.86,63.85
21.04.2014 19:40:00,978.84,13.64,64.74
21.04.2014 19:50:00,979.04,13.55,65.03
21.04.2014 20:00:00,979.15,13.42,65.46
21.04.2014 20:10:00,979.26,13.09,67.67
21.04.2014 20:20:00,979.44,12.87,68.3
21.04.2014 20:30:00,979.56,12.82,68.22
21.04.2014 20:40:00,979.66,12.74,68.73
21.04.2014 20:50:00,979.77,12.41,69.95
21.04.2014 21:00:00,979.78,12.25,70.7
21.04.2014 21:10:00,979.81,11.9,73.1
21.04.2014 21:20:00,979.84,11.61,74.9
21.04.2014 21:30:00,979.81,11.62,74.4
21.04.2014 21:40:00,979.83,11.56,75.1
21.04.2014 21:50:00,979.8,11.67,74.4
21.04.2014 22:00:00,979.83,11.67,74.6
21.04.2014 22:10:00,979.81,11.35,76.5
21.04.2014 22:20:00,979.88,11.34,76.5
21.04.2014 22:30:00,979.89,11.05,78.1
21.04.2014 22:40:00,979.98,10.9,79.4
21.04.2014 22:50:00,980.08,10.9,79.5
21.04.2014 23:00:00,980.18,10.92,79.8
21.04.2014 23:10:00,980.33,10.79,80.7
21.04.2014 23:20:00,980.4,10.56,81.8
21.04.2014 23:30:00,980.41,10.08,83.8
21.04.2014 23:40:00,980.41,9.87,84.9
21.04.2014 23:50:00,980.43,9.85,85.2
22.04.2014 00:00:00,980.48,9.81,85.5
22.04.2014 00:10:00,980.57,9.75,85.7
22.04.2014 00:20:00,980.68,9.67,85.7
22.04.2014 00:30:00,980.77,9.42,87.0
22.04.2014 00:40:00,980.77,9.36,87.5
22.04.2014 00:50:00,980.72,9.29,86.6
22.04.2014 01:00:00,980.76,9.2,86.8
22.04.2014 01:10:00,980.66,9.24,86.9
22.04.2014 01:20:00,980.7,9.35,86.3
22.04.2014 01:30:00,980.73,9.32,87.2
22.04.2014 01:40:00,980.7,9.13,88.7
22.04.2014 01:50:00,980.65,9.12,89.1
22.04.2014 02:00:00,980.75,9.04,89.1
22.04.2014 02:10:00,980.82,8.97,89.3
22.04.2014 02:20:00,980.94,8.91,88.5
22.04.2014 02:30:00,981.12,8.73,88.7
22.04.2014 02:40:00,981.14,8.69,89.8
22.04.2014 02:50:00,981.22,8.84,89.6
22.04.2014 03:00:00,981.26,8.81,89.2
22.04.2014 03:10:00,981.28,8.85,89.5
22.04.2014 03:20:00,981.37,8.81,89.7
22.04.2014 03:30:00,981.41,8.74,90.2
22.04.2014 03:40:00,981.51,8.7,90.0
22.04.2014 03:50:00,981.53,8.69,89.6
22.04.2014 04:00:00,981.52,8.6,90.3
22.04.2014 04:10:00,981.62,8.56,90.7
22.04.2014 04:20:00,981.64,8.59,90.7
22.04.2014 04:30:00,981.74,8.69,90.3
22.04.2014 04:40:00,981.88,8.41,90.9
22.04.2014 04:50:00,981.98,8.25,92.5
22.04.2014 05:00:00,982.0,8.29,92.2
22.04.2014 05:10:00,982.11,8.28,92.1
22.04.2014 05:20:00,982.18,8.2,92.3
22.04.2014 05:30:00,982.36,8.12,92.7
22.04.2014 05:40:00,982.47,8.09,93.1
22.04.2014 05:50:00,982.57,8.06,93.1
22.04.2014 06:00:00,982.7,8.15,93.2
22.04.2014 06:10:00,982.81,8.6,92.3
22.04.2014 06:20:00,982.94,9.25,88.9
22.04.2014 06:30:00,983.1,9.59,86.9
22.04.2014 06:40:00,983.28,9.65,86.4
22.04.2014 06:50:00,983.35,9.41,87.5
22.04.2014 07:00:00,983.47,9.2,88.3
22.04.2014 07:10:00,983.59,9.1,89.3
22.04.2014 07:20:00,983.66,9.39,88.5
22.04.2014 07:30:00,983.7,10.11,86.2
22.04.2014 07:40:00,983.8,10.86,82.5
22.04.2014 07:50:00,983.89,11.09,81.7
22.04.2014 08:00:00,984.01,11.6,79.8
22.04.2014 08:10:00,984.14,12.0,78.3
22.04.2014 08:20:00,984.2,12.39,77.0
22.04.2014 08:30:00,984.22,13.06,75.5
22.04.2014 08:40:00,984.32,13.88,72.1
22.04.2014 08:50:00,984.33,14.11,70.9
22.04.2014 09:00:00,984.31,14.56,68.39
22.04.2014 09:10:00,984.34,14.89,67.13
22.04.2014 09:20:00,984.34,15.68,62.49
22.04.2014 09:30:00,984.34,15.7,60.84
22.04.2014 09:40:00,984.39,15.89,60.68
22.04.2014 09:50:00,984.44,16.12,59.08
22.04.2014 10:00:00,984.47,16.24,57.76
22.04.2014 10:10:00,984.55,16.47,57.31
22.04.2014 10:20:00,984.69,16.52,57.4
22.04.2014 10:30:00,984.82,16.13,56.64
22.04.2014 10:40:00,984.91,15.96,56.92
22.04.2014 10:50:00,985.01,16.01,57.1
22.04.2014 11:00:00,985.07,16.27,56.35
22.04.2014 11:10:00,985.15,16.32,56.86
22.04.2014 11:20:00,985.23,16.4,56.8
22.04.2014 11:30:00,985.29,16.35,56.0
22.04.2014 11:40:00,985.3,16.3,56.18
22.04.2014 11:50:00,985.35,16.4,56.32
22.04.2014 12:00:00,985.43,16.62,56.28
22.04.2014 12:10:00,985.49,16.89,56.03
22.04.2014 12:20:00,985.51,17.35,54.59
22.04.2014 12:30:00,985.53,17.53,51.83
22.04.2014 12:40:00,985.59,17.41,52.11
22.04.2014 12:50:00,985.65,17.36,52.08
22.04.2014 13:00:00,985.68,17.23,51.96
22.04.2014 13:10:00,985.7,17.27,52.78
22.04.2014 13:20:00,985.8,17.27,52.29
22.04.2014 13:30:00,985.83,17.47,52.14
22.04.2014 13:40:00,985.9,17.73,52.32
22.04.2014 13:50:00,985.83,18.0,51.35
22.04.2014 14:00:00,985.84,18.27,49.14
22.04.2014 14:10:00,985.81,18.54,48.06
22.04.2014 14:20:00,985.8,18.96,45.88
22.04.2014 14:30:00,985.79,18.81,45.23
22.04.2014 14:40:00,985.78,18.41,45.95
22.04.2014 14:50:00,985.74,18.34,46.68
22.04.2014 15:00:00,985.76,18.19,48.01
22.04.2014 15:10:00,985.71,18.71,47.34
22.04.2014 15:20:00,985.68,18.76,46.45
22.04.2014 15:30:00,985.73,18.77,45.79
22.04.2014 15:40:00,985.79,18.37,46.14
22.04.2014 15:50:00,985.8,18.47,46.03
22.04.2014 16:00:00,985.88,18.44,46.91
22.04.2014 16:10:00,985.94,18.21,50.45
22.04.2014 16:20:00,985.97,17.9,52.58
22.04.2014 16:30:00,986.1,17.68,53.87
22.04.2014 16:40:00,986.18,17.67,54.52
22.04.2014 16:50:00,986.25,17.58,55.31
22.04.2014 17:00:00,986.35,17.35,56.66
22.04.2014 17:10:00,986.41,17.25,55.75
22.04.2014 17:20:00,986.45,17.18,56.49
22.04.2014 17:30:00,986.57,16.9,57.77
22.04.2014 17:40:00,986.66,16.64,60.6
22.04.2014 17:50:00,986.76,16.51,62.08
22.04.2014 18:00:00,986.86,16.43,63.18
22.04.2014 18:10:00,986.93,16.31,63.98
22.04.2014 18:20:00,987.01,16.25,64.56
22.04.2014 18:30:00,987.16,16.13,64.73
22.04.2014 18:40:00,987.27,16.03,65.08
22.04.2014 18:50:00,987.33,15.85,65.31
22.04.2014 19:00:00,987.47,15.66,65.86
22.04.2014 19:10:00,987.58,15.37,67.34
22.04.2014 19:20:00,987.72,15.16,68.11
22.04.2014 19:30:00,987.86,15.07,68.97
22.04.2014 19:40:00,988.01,15.04,68.81
22.04.2014 19:50:00,988.12,15.0,68.48
22.04.2014 20:00:00,988.23,14.89,69.04
22.04.2014 20:10:00,988.3,14.74,69.85
22.04.2014 20:20:00,988.45,14.76,68.85
22.04.2014 20:30:00,988.58,14.61,70.1
22.04.2014 20:40:00,988.7,14.5,69.99
22.04.2014 20:50:00,988.82,14.69,69.01
22.04.2014 21:00:00,988.92,14.36,71.0
22.04.2014 21:10:00,988.96,14.13,71.6
22.04.2014 21:20:00,989.05,14.04,71.8
22.04.2014 21:30:00,989.15,13.79,72.9
22.04.2014 21:40:00,989.27,13.52,73.8
22.04.2014 21:50:00,989.34,13.62,73.2
22.04.2014 22:00:00,989.44,13.47,73.8
22.04.2014 22:10:00,989.48,13.09,75.0
22.04.2014 22:20:00,989.48,12.88,76.0
22.04.2014 22:30:00,989.53,12.81,76.6
22.04.2014 22:40:00,989.57,12.63,77.8
22.04.2014 22:50:00,989.68,12.48,77.9
22.04.2014 23:00:00,989.74,12.29,79.2
22.04.2014 23:10:00,989.85,12.11,80.1
22.04.2014 23:20:00,989.96,11.81,81.7
22.04.2014 23:30:00,989.98,11.73,82.4
22.04.2014 23:40:00,989.98,11.51,82.7
22.04.2014 23:50:00,990.09,11.01,83.7
23.04.2014 00:00:00,990.16,10.77,83.7
23.04.2014 00:10:00,990.26,10.54,84.6
23.04.2014 00:20:00,990.39,10.3,85.9
23.04.2014 00:30:00,990.46,9.98,86.5
23.04.2014 00:40:00,990.5,9.7,87.3
23.04.2014 00:50:00,990.58,9.58,87.7
23.04.2014 01:00:00,990.59,9.51,87.9
23.04.2014 01:10:00,990.6,9.45,88.0
23.04.2014 01:20:00,990.65,9.25,88.6
23.04.2014 01:30:00,990.76,9.06,89.0
23.04.2014 01:40:00,990.86,8.98,89.1
23.04.2014 01:50:00,990.94,8.73,89.7
23.04.2014 02:00:00,990.99,8.51,90.0
23.04.2014 02:10:00,991.04,8.07,90.8
23.04.2014 02:20:00,991.19,7.87,91.9
23.04.2014 02:30:00,991.21,7.86,92.2
23.04.2014 02:40:00,991.22,7.76,92.0
23.04.2014 02:50:00,991.27,7.58,92.6
23.04.2014 03:00:00,991.37,7.33,93.4
23.04.2014 03:10:00,991.46,7.48,93.7
23.04.2014 03:20:00,991.57,7.47,93.2
23.04.2014 03:30:00,991.66,7.39,93.1
23.04.2014 03:40:00,991.67,7.17,93.3
23.04.2014 03:50:00,991.73,6.84,93.5
23.04.2014 04:00:00,991.81,6.82,94.5
23.04.2014 04:10:00,991.78,6.81,94.5
23.04.2014 04:20:00,991.8,6.64,94.2
23.04.2014 04:30:00,991.91,6.49,94.5
23.04.2014 04:40:00,992.02,6.39,94.7
23.04.2014 04:50:00,992.1,6.22,94.7
23.04.2014 05:00:00,992.2,6.04,95.0
23.04.2014 05:10:00,992.28,5.96,95.2
23.04.2014 05:20:00,992.35,5.86,95.2
23.04.2014 05:30:00,992.44,5.91,95.4
23.04.2014 05:40:00,992.52,6.09,94.9
23.04.2014 05:50:00,992.54,6.33,93.9
23.04.2014 06:00:00,992.64,6.71,91.4
23.04.2014 06:10:00,992.69,6.85,89.9
23.04.2014 06:20:00,992.77,7.21,88.8
23.04.2014 06:30:00,992.8,7.33,87.7
23.04.2014 06:40:00,992.93,7.71,86.5
23.04.2014 06:50:00,992.99,8.2,85.0
23.04.2014 07:00:00,993.1,8.44,83.5
23.04.2014 07:10:00,993.17,8.85,82.2
23.04.2014 07:20:00,993.18,9.52,79.4
23.04.2014 07:30:00,993.26,9.78,79.0
23.04.2014 07:40:00,993.31,9.91,78.9
23.04.2014 07:50:00,993.38,10.02,78.9
23.04.2014 08:00:00,993.37,10.74,76.5
23.04.2014 08:10:00,993.38,11.35,74.9
23.04.2014 08:20:00,993.37,12.36,71.6
23.04.2014 08:30:00,993.39,12.73,70.4
23.04.2014 08:40:00,993.36,13.28,69.5
23.04.2014 08:50:00,993.41,13.78,67.97
23.04.2014 09:00:00,993.44,14.02,67.78
23.04.2014 09:10:00,993.47,14.42,66.55
23.04.2014 09:20:00,993.43,15.12,64.75
23.04.2014 09:30:00,993.41,15.76,63.0
23.04.2014 09:40:00,993.34,15.89,63.16
23.04.2014 09:50:00,993.29,16.46,61.44
23.04.2014 10:00:00,993.24,17.33,58.51
23.04.2014 10:10:00,993.25,17.97,56.92
23.04.2014 10:20:00,993.29,18.19,56.06
23.04.2014 10:30:00,993.28,18.03,55.34
23.04.2014 10:40:00,993.25,18.01,54.74
23.04.2014 10:50:00,993.21,17.88,54.86
23.04.2014 11:00:00,993.17,17.97,53.25
23.04.2014 11:10:00,993.11,18.2,51.08
23.04.2014 11:20:00,993.04,18.38,52.41
23.04.2014 11:30:00,993.03,18.83,51.46
23.04.2014 11:40:00,993.03,18.36,53.33
23.04.2014 11:50:00,992.97,18.57,52.06
23.04.2014 12:00:00,992.95,18.25,51.22
23.04.2014 12:10:00,993.02,17.84,53.89
23.04.2014 12:20:00,993.03,18.23,53.41
23.04.2014 12:30:00,992.98,18.55,53.24
23.04.2014 12:40:00,992.96,18.21,52.05
23.04.2014 12:50:00,992.9,18.02,52.6
23.04.2014 13:00:00,992.85,18.52,51.6
23.04.2014 13:10:00,992.88,18.25,50.21
23.04.2014 13:20:00,992.89,18.29,50.39
23.04.2014 13:30:00,992.86,18.59,53.47
23.04.2014 13:40:00,992.8,18.83,52.06
23.04.2014 13:50:00,992.71,18.86,51.62
23.04.2014 14:00:00,992.7,18.83,50.19
23.04.2014 14:10:00,992.65,18.89,47.77
23.04.2014 14:20:00,992.62,18.88,45.29
23.04.2014 14:30:00,992.6,19.33,44.13
23.04.2014 14:40:00,992.55,19.75,43.99
23.04.2014 14:50:00,992.48,19.77,43.84
23.04.2014 15:00:00,992.41,19.7,44.51
23.04.2014 15:10:00,992.3,19.68,46.56
23.04.2014 15:20:00,992.27,19.78,47.95
23.04.2014 15:30:00,992.21,19.77,48.03
23.04.2014 15:40:00,992.18,19.59,49.02
23.04.2014 15:50:00,992.12,19.61,48.73
23.04.2014 16:00:00,992.01,19.66,49.04
23.04.2014 16:10:00,991.96,19.76,48.42
23.04.2014 16:20:00,991.92,19.73,47.41
23.04.2014 16:30:00,991.84,19.83,47.2
23.04.2014 16:40:00,991.79,20.02,46.19
23.04.2014 16:50:00,991.7,19.86,45.17
23.04.2014 17:00:00,991.69,19.76,44.36
23.04.2014 17:10:00,991.65,19.76,44.49
23.04.2014 17:20:00,991.66,19.82,45.64
23.04.2014 17:30:00,991.68,19.85,46.35
23.04.2014 17:40:00,991.69,19.78,48.09
23.04.2014 17:50:00,991.69,19.66,49.54
23.04.2014 18:00:00,991.78,19.43,50.33
23.04.2014 18:10:00,991.82,19.14,52.92
23.04.2014 18:20:00,991.89,18.5,56.58
23.04.2014 18:30:00,991.95,17.95,59.19
23.04.2014 18:40:00,992.05,17.6,61.17
23.04.2014 18:50:00,992.1,17.39,61.91
23.04.2014 19:00:00,992.25,17.22,62.32
23.04.2014 19:10:00,992.41,17.07,62.61
23.04.2014 19:20:00,992.51,16.95,62.97
23.04.2014 19:30:00,992.64,16.77,63.39
23.04.2014 19:40:00,992.75,16.59,63.92
23.04.2014 19:50:00,992.92,16.5,64.09
23.04.2014 20:00:00,993.06,16.34,64.29
23.04.2014 20:10:00,993.19,16.12,64.83
23.04.2014 20:20:00,993.27,15.96,65.18
23.04.2014 20:30:00,993.25,15.86,65.62
23.04.2014 20:40:00,993.27,15.85,65.71
23.04.2014 20:50:00,993.36,15.77,66.27
23.04.2014 21:00:00,993.42,15.62,66.86
23.04.2014 21:10:00,993.45,15.11,68.93
23.04.2014 21:20:00,993.51,14.42,71.9
23.04.2014 21:30:00,993.52,14.15,73.3
23.04.2014 21:40:00,993.53,14.01,73.9
23.04.2014 21:50:00,993.54,13.5,76.3
23.04.2014 22:00:00,993.54,13.37,76.8
23.04.2014 22:10:00,993.54,13.44,76.8
23.04.2014 22:20:00,993.65,13.53,76.3
23.04.2014 22:30:00,993.66,13.19,77.5
23.04.2014 22:40:00,993.66,12.76,79.1
23.04.2014 22:50:00,993.64,12.58,80.4
23.04.2014 23:00:00,993.64,12.48,80.5
23.04.2014 23:10:00,993.65,11.96,82.5
23.04.2014 23:20:00,993.64,11.6,83.3
23.04.2014 23:30:00,993.58,11.34,84.5
23.04.2014 23:40:00,993.54,11.31,85.4
23.04.2014 23:50:00,993.55,11.02,85.9
24.04.2014 00:00:00,993.66,10.91,86.9
24.04.2014 00:10:00,993.66,10.84,86.8
24.04.2014 00:20:00,993.68,10.65,87.3
24.04.2014 00:30:00,993.75,10.62,87.4
24.04.2014 00:40:00,993.78,10.52,86.9
24.04.2014 00:50:00,993.79,10.22,88.2
24.04.2014 01:00:00,993.78,10.1,89.6
24.04.2014 01:10:00,993.78,9.76,90.4
24.04.2014 01:20:00,993.77,9.49,91.4
24.04.2014 01:30:00,993.71,9.35,91.8
24.04.2014 01:40:00,993.66,9.48,91.3
24.04.2014 01:50:00,993.71,9.59,91.2
24.04.2014 02:00:00,993.66,9.69,90.9
24.04.2014 02:10:00,993.67,9.38,90.6
24.04.2014 02:20:00,993.67,8.79,90.8
24.04.2014 02:30:00,993.69,8.47,92.1
24.04.2014 02:40:00,993.67,8.34,92.7
24.04.2014 02:50:00,993.62,8.08,92.8
24.04.2014 03:00:00,993.54,8.01,93.6
24.04.2014 03:10:00,993.54,7.91,93.7
24.04.2014 03:20:00,993.54,7.99,94.2
24.04.2014 03:30:00,993.56,8.21,94.1
24.04.2014 03:40:00,993.56,8.34,93.2
24.04.2014 03:50:00,993.53,8.21,93.3
24.04.2014 04:00:00,993.46,8.25,93.8
24.04.2014 04:10:00,993.43,8.18,93.9
24.04.2014 04:20:00,993.5,7.79,93.5
24.04.2014 04:30:00,993.53,7.42,94.0
24.04.2014 04:40:00,993.55,7.41,94.9
24.04.2014 04:50:00,993.56,7.53,95.3
24.04.2014 05:00:00,993.54,7.62,95.1
24.04.2014 05:10:00,993.6,7.59,95.1
24.04.2014 05:20:00,993.68,7.33,94.4
24.04.2014 05:30:00,993.76,7.03,94.8
24.04.2014 05:40:00,993.79,7.16,94.7
24.04.2014 05:50:00,993.76,7.12,93.6
24.04.2014 06:00:00,993.78,7.4,93.3
24.04.2014 06:10:00,993.78,7.68,91.4
24.04.2014 06:20:00,993.86,7.86,90.3
24.04.2014 06:30:00,994.0,8.04,89.3
24.04.2014 06:40:00,994.14,8.04,90.1
24.04.2014 06:50:00,994.16,8.56,88.9
24.04.2014 07:00:00,994.16,9.15,86.6
24.04.2014 07:10:00,994.16,9.62,84.5
24.04.2014 07:20:00,994.24,9.65,83.6
24.04.2014 07:30:00,994.27,9.88,83.2
24.04.2014 07:40:00,994.31,10.59,81.2
24.04.2014 07:50:00,994.36,11.0,79.4
24.04.2014 08:00:00,994.42,11.3,79.2
24.04.2014 08:10:00,994.42,12.09,77.0
24.04.2014 08:20:00,994.37,12.61,75.2
24.04.2014 08:30:00,994.34,12.18,78.0
24.04.2014 08:40:00,994.4,12.15,79.3
24.04.2014 08:50:00,994.4,12.29,79.7
24.04.2014 09:00:00,994.38,12.76,80.1
24.04.2014 09:10:00,994.33,13.32,79.6
24.04.2014 09:20:00,994.29,13.68,79.0
24.04.2014 09:30:00,994.26,13.87,79.5
24.04.2014 09:40:00,994.3,13.84,81.0
24.04.2014 09:50:00,994.24,14.13,81.0
24.04.2014 10:00:00,994.12,14.51,79.0
24.04.2014 10:10:00,994.02,14.73,76.7
24.04.2014 10:20:00,993.94,15.16,74.6
24.04.2014 10:30:00,993.93,15.51,75.9
24.04.2014 10:40:00,993.91,15.63,75.5
