T (degC),p (mbar),rh (%),model_prediction,anomaly_status,anomaly_score
-2.13,1006.94,83.2,1,Normal,0.5214868979122586
5.116238401142041,1006.93,83.4,1,Normal,0.5059341361997334
-2.29,1006.99,83.8,1,Normal,0.5188608092359612
-2.36,1007.08,84.3,1,Normal,0.5185685859547234
-2.47,1007.25,84.8,1,Normal,0.5196340582815737
-2.52,1007.37,85.2,1,Normal,0.5206067540418269
-2.24,1007.53,84.8,1,Normal,0.5225838781542201
-1.8,1007.66,83.0,1,Normal,0.5286799052733587
-1.14,1007.68,80.4,1,Normal,0.5323590684715775
-0.78,1007.78,77.6,1,Normal,0.5369524292322275
-0.5,1007.79,77.5,1,Normal,0.5359966697649302
-0.21,1007.8,76.3,1,Normal,0.5416257626760494
0.42,1007.88,73.9,1,Normal,0.5421313810259842
0.63,1007.85,73.2,1,Normal,0.5424217738399418
0.87,1007.88,72.1,1,Normal,0.5438087458828478
0.96,1007.93,72.3,1,Normal,0.547842843239716
1.49,1007.92,70.9,1,Normal,0.547310136708773
1.96,1007.92,69.88,1,Normal,0.5485535271734149
2.02,1007.91,70.3,1,Normal,0.5468335253636623
2.34,1007.91,69.81,1,Normal,0.5484977256229869
2.88,1007.96,68.34,1,Normal,0.5482525752108706
3.43,1007.98,66.69,1,Normal,0.5468584961023139
4.0,1008.02,65.19,1,Normal,0.5638756564423978
4.78,1008.02,63.33,1,Normal,0.5766450872395371
5.38,1007.99,61.29,1,Normal,0.5841738262149927
5.63,1007.93,61.01,1,Normal,0.5813554790368753
6.26,1007.9,59.19,1,Normal,0.5874075072342089
6.73,1007.86,58.38,1,Normal,0.5873367758157495
7.25,1007.73,57.2,1,Normal,0.5964788267980142
7.72,1007.67,56.06,1,Normal,0.6014446951828424
8.59,1007.55,54.08,1,Normal,0.604831783802778
9.25,1007.41,52.46,1,Normal,0.6063625617475056
10.11,1007.31,50.62,1,Normal,0.6048894942103706
10.68,1007.22,48.64,1,Normal,0.6045771342397281
10.79,1007.12,47.22,1,Normal,0.6058331926394985
10.88,1006.99,47.05,1,Normal,0.6043157500223835
10.9,1006.92,46.54,1,Normal,0.6051340470790051
10.99,1006.89,45.69,1,Normal,0.6047747829266735
11.33,1006.88,43.8,1,Normal,0.6165524099933688
11.61,1006.87,43.29,1,Normal,0.6178051336962245
11.76,1006.79,42.72,1,Normal,0.6187657094176277
11.76,1006.78,42.42,1,Normal,0.6187657094176277
11.91,1006.75,42.71,1,Normal,0.6192466486572615
11.96,1006.7,43.12,1,Normal,0.6182853263228025
12.6,1006.61,41.56,1,Normal,0.6302320530073011
12.59,1006.53,40.39,-1,Anomaly,0.6361194545721895
12.13,1006.48,39.96,-1,Anomaly,0.6369808166619859
12.55,1006.39,39.06,-1,Anomaly,0.6445045605048775
12.82,1006.27,38.3,-1,Anomaly,0.6503605587456178
12.94,1006.2,37.47,-1,Anomaly,0.6513065713380086
13.2,1006.11,37.1,-1,Anomaly,0.6504258371389385
13.29,1006.05,36.26,-1,Anomaly,0.6596023226818039
13.74,1006.05,35.79,-1,Anomaly,0.6585945475163961
13.42,1006.05,35.74,-1,Anomaly,0.6608368812616879
13.18,1006.03,35.79,-1,Anomaly,0.6587103704907205
13.43,1005.99,35.92,-1,Anomaly,0.6612841457414955
13.43,1005.92,35.66,-1,Anomaly,0.6564060767822208
13.78,1005.83,35.11,-1,Anomaly,0.654621535695921
13.72,1005.84,34.4,-1,Anomaly,0.660415309375644
13.59,1005.79,33.4,-1,Anomaly,0.6613095702050032
13.54,1005.72,33.17,-1,Anomaly,0.6622050419427404
13.65,1005.68,32.71,-1,Anomaly,0.6622050419427404
13.79,1005.66,32.61,-1,Anomaly,0.6608622885291696
14.07,1005.58,32.09,-1,Anomaly,0.6626532324145631
14.2,1005.48,32.45,-1,Anomaly,0.6599686325398132
13.69,1005.51,33.35,-1,Anomaly,0.6613095702050032
13.42,1005.45,34.59,-1,Anomaly,0.6604258834446852
13.31,1005.51,34.83,-1,Anomaly,0.6560774716448589
13.15,1005.54,35.32,-1,Anomaly,0.6538512873989277
13.24,1005.59,35.23,-1,Anomaly,0.6542938239222702
13.06,1005.69,35.7,-1,Anomaly,0.6542938239222702
12.73,1005.75,36.27,-1,Anomaly,0.6577788927204232
12.47,1005.8,36.78,-1,Anomaly,0.648189070757414
12.26,1005.88,36.91,-1,Anomaly,0.6490667761766679
12.09,1005.94,36.85,-1,Anomaly,0.6493623824117366
11.87,1006.02,37.09,-1,Anomaly,0.6501254464043251
11.68,1006.02,37.72,-1,Anomaly,0.6500601981589834
11.42,1006.06,38.97,-1,Anomaly,0.6429006458517071
11.21,1006.15,39.86,1,Normal,0.6323422577718951
11.09,1006.17,40.52,1,Normal,0.6319145683545636
11.05,1006.23,40.95,1,Normal,0.6295523051479485
11.0,1006.34,41.41,1,Normal,0.6265777293385985
10.98,1006.43,41.67,1,Normal,0.6231079800393179
10.93,1006.52,41.68,1,Normal,0.6231079800393179
10.95,1006.66,41.41,1,Normal,0.6265777293385985
10.86,1006.67,41.72,1,Normal,0.6202869572819251
10.83,1006.81,41.82,1,Normal,0.6202869572819251
10.84,1006.93,41.8,1,Normal,0.6202869572819251
10.72,1007.02,42.25,1,Normal,0.6178789666467503
10.34,1007.11,43.27,1,Normal,0.6218255155423399
9.01,1007.24,47.96,1,Normal,0.6160810278329019
8.21,1007.33,50.61,1,Normal,0.6145194195654395
7.89,1007.42,52.16,1,Normal,0.6120496627608721
7.4,1007.47,53.6,1,Normal,0.6063793458325422
7.49,1007.56,53.4,1,Normal,0.6106183158889442
7.33,1007.63,53.78,1,Normal,0.6063793458325422
7.27,1007.66,53.87,1,Normal,0.6063793458325422
7.56,1007.71,52.66,1,Normal,0.6121969925289074
7.55,1007.78,54.11,1,Normal,0.6060477994889119
6.87,1007.79,57.48,1,Normal,0.5984914450172265
6.78,1007.8,58.43,1,Normal,0.5873367758157495
6.75,1007.78,58.91,1,Normal,0.5851193812021143
6.67,1007.82,60.24,1,Normal,0.581156612862334
6.55,1007.89,61.76,1,Normal,0.5754290561021403
6.41,1007.89,63.04,1,Normal,0.5702490885111592
6.36,1007.85,63.98,1,Normal,0.5553551568737238
6.48,1007.82,63.86,1,Normal,0.5564289418020678
6.6,1007.79,63.13,1,Normal,0.5674479381118169
6.7,1007.71,63.14,1,Normal,0.5678319955306053
7.04,1007.67,60.84,1,Normal,0.5828951128824742
7.12,1007.66,60.57,1,Normal,0.5817283275089317
7.07,1007.66,61.52,1,Normal,0.5767750846836444
7.0,1007.66,61.54,1,Normal,0.5758185152633063
7.07,1007.66,62.75,1,Normal,0.569103130894554
6.66,1007.71,64.26,1,Normal,0.5538141162584614
6.3,1007.67,65.89,1,Normal,0.545840323595848
6.29,1007.66,66.44,1,Normal,0.5436140932192078
6.21,1007.7,66.7,1,Normal,0.5436140932192078
6.02,1007.77,67.81,1,Normal,0.5432148191854607
6.09,1007.87,68.54,1,Normal,0.5439890530175023
5.93,1007.96,69.51,1,Normal,0.5438909142068517
5.86,1008.02,70.1,1,Normal,0.5436620098088657
5.76,1008.05,71.2,1,Normal,0.545294877010114
5.77,1008.03,71.1,1,Normal,0.545294877010114
5.75,1008.02,70.9,1,Normal,0.5420961023199448
5.76,1007.92,70.5,1,Normal,0.5385449599157864
5.71,1007.91,70.6,1,Normal,0.5378167084520246
5.72,1007.99,70.2,1,Normal,0.5404782282485336
5.6,1007.91,70.7,1,Normal,0.538386853821593
5.47,1007.78,71.1,1,Normal,0.538386853821593
5.42,1007.76,71.6,1,Normal,0.5363742218624665
5.39,1007.82,71.0,1,Normal,0.5360114411442708
5.24,1007.87,71.2,1,Normal,0.5356489057955283
5.03,1007.86,72.7,1,Normal,0.5330492973498248
4.84,1007.89,73.3,1,Normal,0.5304809129935388
4.6,1007.91,74.1,1,Normal,0.52930290469742
4.42,1007.91,74.2,1,Normal,0.5303783530842195
4.43,1007.92,74.4,1,Normal,0.5310965323559141
4.57,1007.96,73.5,1,Normal,0.5318156841059598
4.16,1007.93,74.4,1,Normal,0.5333278720628138
4.27,1008.02,74.1,1,Normal,0.5354377324280798
3.84,1008.06,74.5,1,Normal,0.5356158377240222
3.44,1008.15,74.0,1,Normal,0.5376256240054632
3.12,1008.15,76.7,1,Normal,0.5331835548360271
2.88,1008.17,78.0,1,Normal,0.5308405040637922
2.74,1008.24,78.4,1,Normal,0.53307463571614
2.56,1008.27,79.1,1,Normal,0.5343557356727074
2.38,1008.35,79.8,1,Normal,0.5388237130889743
2.31,1008.38,80.0,1,Normal,0.5377311400425043
2.26,1008.35,80.4,1,Normal,0.5341240778462613
2.61,1008.34,79.9,1,Normal,0.5355165882939583
2.99,1008.45,78.1,1,Normal,0.5324463822715226
3.38,1008.58,74.8,1,Normal,0.5419988493377973
3.1,1008.66,75.9,1,Normal,0.5419595634680039
3.37,1008.77,75.6,1,Normal,0.54206078980935
3.74,1008.87,74.3,1,Normal,0.5432298374631124
3.83,1008.88,74.5,1,Normal,0.5432298374631124
4.29,1008.98,72.4,1,Normal,0.5511786178749828
4.76,1009.01,70.7,1,Normal,0.5474688482163325
5.49,1009.11,67.21,1,Normal,0.5583540213445912
6.23,1009.15,64.62,1,Normal,0.570799281753079
6.39,1009.26,64.55,1,Normal,0.5686601195236649
6.46,1009.33,64.44,1,Normal,0.5683325412981177
6.59,1009.36,64.06,1,Normal,0.5678500387893628
6.92,1009.36,63.35,1,Normal,0.578412035998804
6.97,1009.36,63.91,1,Normal,0.5693889184810057
7.76,1009.33,61.67,1,Normal,0.587802719095995
8.51,1009.32,59.02,1,Normal,0.5956205481562036
8.93,1009.28,57.36,1,Normal,0.6045150697159861
9.23,1009.16,56.42,1,Normal,0.6114221691903046
9.57,1009.14,55.82,1,Normal,0.6044875741216773
10.36,1009.12,54.26,1,Normal,0.6061555449145557
10.83,1009.05,53.37,1,Normal,0.6074301284970673
11.48,1008.98,52.38,1,Normal,0.6103212967431096
12.09,1008.89,51.49,1,Normal,0.6189403720718911
12.15,1008.88,52.14,1,Normal,0.6185370722418214
15.359379014989294,1008.91,51.78,1,Normal,0.6120692684155605
13.28,1008.87,50.28,1,Normal,0.6225573070144291
13.64,1008.83,50.3,1,Normal,0.6212849997837394
13.69,1008.89,50.16,1,Normal,0.6212849997837394
13.77,1008.83,51.29,1,Normal,0.6203843484207519
13.9,1008.75,51.47,1,Normal,0.6165242373396868
14.1,1008.66,51.49,1,Normal,0.6156905378128031
13.8,1008.63,52.41,1,Normal,0.61097193348947
14.22,1008.52,51.91,1,Normal,0.6117847909286575
14.64,1008.43,50.79,1,Normal,0.6233024806543093
14.67,1008.31,50.88,1,Normal,0.6184759798407155
14.42,1008.24,51.8,1,Normal,0.6105442746771047
14.75,1008.15,51.3,1,Normal,0.6188324599809464
14.87,1008.04,51.32,1,Normal,0.6175776531681954
15.05,1007.92,51.54,1,Normal,0.6029086872839576
15.11,1007.87,52.2,1,Normal,0.6011379420006463
15.16,1007.77,52.52,1,Normal,0.5995036558567814
15.26,1007.67,52.79,1,Normal,0.5990981770735591
15.26,1007.58,53.07,1,Normal,0.5966615038157864
15.61,1007.5,52.59,1,Normal,0.5995453446589032
15.66,1007.38,52.59,1,Normal,0.5995453446589032
15.54,1007.28,53.15,1,Normal,0.5971906438794902
15.59,1007.25,53.16,1,Normal,0.5971906438794902
15.7,1007.16,52.94,1,Normal,0.599629478063407
15.75,1007.16,52.81,1,Normal,0.6016337254888272
15.74,1007.11,52.72,1,Normal,0.6015493108703979
15.73,1007.03,52.9,1,Normal,0.5993152753907649
15.91,1007.03,52.72,1,Normal,0.5976353386757053
15.91,1006.97,52.79,1,Normal,0.5977192040515981
15.78,1006.91,53.15,1,Normal,0.5968777191430515
16.06,1006.86,52.84,1,Normal,0.5977192040515981
15.91,1006.74,53.02,1,Normal,0.5952881394015869
15.67,1006.64,53.61,1,Normal,0.5910764278416057
15.52,1006.52,54.05,1,Normal,0.5930793849760781
15.47,1006.43,54.3,1,Normal,0.5906941335536453
15.38,1006.43,54.45,1,Normal,0.5914939857349474
15.26,1006.48,55.03,1,Normal,0.5925119559558436
15.12,1006.43,55.16,1,Normal,0.5917937611996807
15.0,1006.42,55.19,1,Normal,0.5921942962428384
14.9,1006.42,55.44,1,Normal,0.5946861940659843
14.74,1006.44,56.08,1,Normal,0.5931585931751764
14.58,1006.42,56.66,1,Normal,0.5981973711530301
14.42,1006.42,57.28,1,Normal,0.592396997004236
14.34,1006.44,57.64,1,Normal,0.5911128433069913
14.25,1006.48,57.94,1,Normal,0.5878125898774423
14.15,1006.52,58.26,1,Normal,0.5832845167297367
13.99,1006.56,58.67,1,Normal,0.5787006058466102
13.5,1006.62,60.24,1,Normal,0.5772369500947572
12.98,1006.76,62.26,1,Normal,0.571276042475781
12.68,1006.87,64.47,1,Normal,0.5655673239653437
12.15,1006.91,69.61,1,Normal,0.5483929095044425
11.79,1006.99,72.6,1,Normal,0.543477290089085
11.53,1007.11,75.0,1,Normal,0.5433856444982268
11.27,1007.2,76.5,1,Normal,0.539133134331602
11.09,1007.28,77.9,1,Normal,0.5295671042834962
10.9,1007.35,79.1,1,Normal,0.5331561955383382
10.67,1007.44,80.4,1,Normal,0.5264253961779707
10.49,1007.47,81.5,1,Normal,0.5279136639666232
10.34,1007.56,82.0,1,Normal,0.5297181897794007
10.14,1007.57,82.9,1,Normal,0.520878671555126
9.99,1007.6,83.5,1,Normal,0.5178238140927179
9.86,1007.64,84.0,1,Normal,0.5179126745528383
9.68,1007.69,84.8,1,Normal,0.5131834011046561
9.54,1007.74,85.4,1,Normal,0.5152658772843783
9.47,1007.69,85.8,1,Normal,0.514221072470464
9.26,1007.68,85.9,1,Normal,0.5118972842947097
9.15,1007.76,87.1,1,Normal,0.5129195334165658
9.13,1007.78,87.1,1,Normal,0.5136140718999049
9.18,1007.78,87.0,1,Normal,0.5133603271183953
8.94,1007.73,86.5,1,Normal,0.5076605248870717
8.54,1007.69,88.7,1,Normal,0.5153383818465469
8.5,1007.75,89.4,1,Normal,0.5175907408866781
8.52,1007.7,90.0,1,Normal,0.5176153225830328
8.5,1007.66,88.9,1,Normal,0.514873658869792
8.04,1007.73,89.4,1,Normal,0.517797260839049
7.7,1007.78,90.6,1,Normal,0.5155336731395396
7.48,1007.76,91.0,1,Normal,0.5157700603417539
7.35,1007.73,91.4,1,Normal,0.5174359461987857
7.13,1007.77,91.5,1,Normal,0.5187154436406325
6.86,1007.79,91.9,1,Normal,0.5195438290105426
6.85,1007.81,92.8,1,Normal,0.5222105086575526
6.61,1007.9,92.7,1,Normal,0.5241171291603209
6.43,1007.91,93.4,1,Normal,0.5345953405418916
6.27,1007.9,94.1,1,Normal,0.5393381695662882
6.31,1007.91,94.4,1,Normal,0.5427892276153424
6.24,1007.9,94.5,1,Normal,0.5438920777868237
6.34,1007.91,95.0,1,Normal,0.5456504684214156
6.22,1007.83,94.6,1,Normal,0.5426208681053433
6.01,1007.78,94.2,1,Normal,0.5411388686290111
5.64,1007.72,94.4,1,Normal,0.5360872900462595
5.59,1007.66,94.9,1,Normal,0.5385487045081989
5.47,1007.66,94.6,1,Normal,0.5378125234040965
5.38,1007.65,95.1,1,Normal,0.5371144641554053
5.28,1007.62,95.1,1,Normal,0.535406771255172
4.98,1007.51,95.2,1,Normal,0.5392071501797311
4.89,1007.42,95.6,1,Normal,0.5398380727750738
4.72,1007.34,95.8,1,Normal,0.5424329636296992
4.57,1007.24,96.3,1,Normal,0.5430912546350978
4.55,1007.2,96.6,1,Normal,0.5424884185960117
4.52,1007.17,96.7,1,Normal,0.5424884185960117
4.35,1007.17,96.6,1,Normal,0.5405479598952933
4.17,1007.09,96.8,1,Normal,0.5405298047950885
3.99,1007.05,96.7,1,Normal,0.5384718571967292
3.93,1007.03,97.0,1,Normal,0.5424231764785582
3.96,1007.07,97.2,1,Normal,0.5426069815958536
4.1,1007.04,97.5,1,Normal,0.541445141582038
3.98,1006.93,97.3,1,Normal,0.5417040701746313
4.15,1006.84,98.0,1,Normal,0.5420914409317403
4.4,1006.87,98.1,1,Normal,0.5449940691504561
4.5,1006.77,98.1,1,Normal,0.5449940691504561
4.48,1006.89,98.4,1,Normal,0.5497601325583715
4.5,1006.87,98.4,1,Normal,0.5497601325583715
4.53,1006.92,98.6,1,Normal,0.5496829962712064
4.68,1006.81,98.8,1,Normal,0.550318076099183
4.77,1006.83,98.9,1,Normal,0.5511405854992456
4.77,1006.87,98.7,1,Normal,0.55076781744052
4.82,1006.9,99.0,1,Normal,0.5516119458044265
4.79,1006.98,98.9,1,Normal,0.5503953015062598
4.83,1006.94,99.0,1,Normal,0.5516119458044265
4.94,1006.96,99.1,1,Normal,0.5523034410980655
4.93,1007.02,99.0,1,Normal,0.5523034410980655
5.06,1007.06,99.2,1,Normal,0.5569718182138604
5.09,1007.13,99.1,1,Normal,0.5522480105182795
5.05,1007.15,99.1,1,Normal,0.5529958032433832
5.13,1007.17,99.2,1,Normal,0.5561178122312003
5.22,1007.17,99.3,1,Normal,0.5564942012479942
5.31,1007.16,99.3,1,Normal,0.5576248974631183
5.74,1007.13,99.6,1,Normal,0.558002306498182
5.99,1007.16,99.3,1,Normal,0.5609784606947135
6.03,1007.17,99.2,1,Normal,0.5580610152963568
6.08,1007.15,99.1,1,Normal,0.5537580472433676
6.06,1007.22,99.2,1,Normal,0.5613581394725184
6.24,1007.22,99.3,1,Normal,0.5617380752227108
6.44,1007.22,99.2,1,Normal,0.5609784606947135
6.59,1007.16,99.0,1,Normal,0.5488772921460989
6.79,1007.14,98.9,1,Normal,0.5464899598769586
7.1,1007.14,98.8,1,Normal,0.5475443517485905
7.61,1007.13,98.3,1,Normal,0.5426743165290987
7.93,1007.08,97.6,1,Normal,0.5388024971158517
8.5,1006.99,97.2,1,Normal,0.5432062766605016
8.98,1006.96,97.0,1,Normal,0.54165630801867
9.29,1006.89,97.9,1,Normal,0.5438368113640998
9.71,1006.79,98.2,1,Normal,0.5480373894654226
10.21,1006.7,96.9,1,Normal,0.5532836419851201
10.6,1006.58,93.9,1,Normal,0.529574845721952
11.07,1006.45,87.5,1,Normal,0.5148465256740498
11.33,1006.31,79.9,1,Normal,0.530167919203221
11.37,1006.23,77.9,1,Normal,0.5291141760315123
11.55,1006.12,77.1,1,Normal,0.5358847666132756
12.15,1005.97,74.5,1,Normal,0.5432965027525588
12.67,1005.81,71.6,1,Normal,0.5368155026637249
12.91,1005.63,71.2,1,Normal,0.5344233226859209
13.73,1005.51,67.38,1,Normal,0.5379554044892683
13.69,1005.36,65.17,1,Normal,0.5438923072542156
13.8,1005.25,63.35,1,Normal,0.5519042958207173
13.82,1005.11,63.06,1,Normal,0.5544687181777416
13.93,1005.01,63.52,1,Normal,0.5502536093421619
13.82,1004.85,63.89,1,Normal,0.5453611261432821
13.96,1004.78,63.69,1,Normal,0.5481190431971102
14.26,1004.68,62.74,1,Normal,0.5444791909620793
14.27,1004.58,62.62,1,Normal,0.5444791909620793
14.26,1004.47,62.79,1,Normal,0.5409666229379757
14.5,1004.35,62.3,1,Normal,0.5423691039066746
14.71,1004.17,62.41,1,Normal,0.5270995012947911
14.42,1004.1,63.25,1,Normal,0.5218728246152914
14.16,1004.09,64.54,1,Normal,0.5154098424816632
14.16,1004.01,64.57,1,Normal,0.5143647457494639
14.09,1003.95,64.72,1,Normal,0.5133135493730736
14.13,1003.92,64.56,1,Normal,0.5133135493730736
14.06,1003.85,64.17,1,Normal,0.5125166782383445
13.99,1003.78,64.57,1,Normal,0.5093559148165188
13.95,1003.71,64.9,1,Normal,0.5097006546679664
13.73,1003.61,66.29,1,Normal,0.4957100114736095
13.74,1003.53,66.56,1,Normal,0.49604551556955806
13.94,1003.47,65.63,1,Normal,0.4992816824500873
13.74,1003.41,66.05,1,Normal,0.4990678848972102
13.75,1003.34,66.06,1,Normal,0.49891308664351836
13.61,1003.24,66.53,1,Normal,0.4922342150573363
13.44,1003.24,67.53,1,Normal,0.4911472353564809
13.32,1003.26,67.39,1,Normal,0.4929953205517365
13.18,1003.29,68.13,1,Normal,0.4928708072335198
12.98,1003.24,68.81,1,Normal,0.49198581204562697
12.89,1003.14,69.17,1,Normal,0.49091932217021356
12.86,1003.11,69.37,1,Normal,0.49191678201483424
12.84,1003.15,69.59,1,Normal,0.49132962458096713
12.62,1003.19,70.3,1,Normal,0.4930084292755786
12.46,1003.17,70.6,1,Normal,0.49030395390975895
12.34,1003.23,71.1,1,Normal,0.4928635520392456
12.13,1003.23,72.0,1,Normal,0.48954699803105295
11.97,1003.24,72.5,1,Normal,0.4889720496646812
11.84,1003.29,72.8,1,Normal,0.4914800858779189
11.72,1003.37,73.2,1,Normal,0.49252389755017156
11.64,1003.35,73.4,1,Normal,0.48993882115704535
11.56,1003.41,73.6,1,Normal,0.4913214577215572
11.34,1003.46,74.4,1,Normal,0.4874933547073123
11.19,1003.44,75.1,1,Normal,0.4843647204218295
10.95,1003.46,76.0,1,Normal,0.4784639519397655
10.71,1003.5,76.9,1,Normal,0.48125514955970383
10.59,1003.53,77.6,1,Normal,0.48142393802917477
10.49,1003.52,77.9,1,Normal,0.4789713552189796
10.37,1003.45,78.5,1,Normal,0.47866083645710245
10.24,1003.46,79.0,1,Normal,0.48515788246231395
10.04,1003.41,79.4,1,Normal,0.4772918984606648
9.64,1003.36,81.3,1,Normal,0.4679136977837961
9.49,1003.38,82.0,1,Normal,0.4701168435900172
9.29,1003.34,82.2,1,Normal,0.46645492877979283
9.0,1003.31,83.5,1,Normal,0.46113510747627207
8.74,1003.32,84.7,1,Normal,0.46151931598870855
8.53,1003.32,85.0,1,Normal,0.458984723452685
8.28,1003.26,86.0,1,Normal,0.45126472244601024
8.25,1003.29,86.4,1,Normal,0.45455515372799354
8.11,1003.33,86.7,1,Normal,0.45518035574019755
7.99,1003.24,87.8,1,Normal,0.45571830785031836
7.98,1003.15,87.6,1,Normal,0.4563131348326274
7.76,1003.12,87.6,1,Normal,0.45391133046667964
7.57,1003.12,88.5,1,Normal,0.4543964282013804
7.35,1003.06,89.4,1,Normal,0.4594943689810762
7.2,1003.0,89.1,1,Normal,0.4568818802423126
7.05,1002.99,89.6,1,Normal,0.45875694853295024
6.79,1002.98,90.3,1,Normal,0.4602816507413566
6.55,1002.9,91.1,1,Normal,0.4628300054919698
6.32,1002.87,91.7,1,Normal,0.46529584905586824
6.23,1002.83,92.3,1,Normal,0.4678452026601413
6.09,1002.75,92.7,1,Normal,0.47153486305412184
6.08,1002.75,93.0,1,Normal,0.4747375144059446
5.91,1002.74,92.8,1,Normal,0.47064177678969554
5.71,1002.68,92.8,1,Normal,0.46983703135099425
5.4,1002.7,93.0,1,Normal,0.4747907534413263
5.29,1002.65,93.6,1,Normal,0.4722879023648824
5.15,1002.63,93.3,1,Normal,0.47221939175709643
4.96,1002.54,93.5,1,Normal,0.4759359697208766
4.77,1002.5,94.0,1,Normal,0.48081162351278667
4.65,1002.44,94.6,1,Normal,0.4869894492022316
4.59,1002.38,95.5,1,Normal,0.4919414334382541
4.61,1002.26,95.8,1,Normal,0.49351497819760337
-10.49,1002.13,95.9,1,Normal,0.5966553059415439
4.39,1002.01,96.2,1,Normal,0.49296485491618636
4.36,1001.92,96.5,1,Normal,0.4933489328133238
4.36,1001.88,96.7,1,Normal,0.4921581243222849
4.26,1001.77,96.5,1,Normal,0.49098663842535095
3.86,1001.77,96.0,1,Normal,0.4899167771237078
3.52,1001.76,96.3,1,Normal,0.4907954256169658
3.43,1001.71,96.8,1,Normal,0.49180149631417186
3.33,1001.74,96.9,1,Normal,0.49180149631417186
3.17,1001.76,97.3,1,Normal,0.4921887505623557
3.07,1001.77,97.7,1,Normal,0.49260950282810684
3.09,1001.78,98.0,1,Normal,0.49151272476565677
3.1,1001.77,98.2,1,Normal,0.4919439833446964
3.09,1001.77,98.3,1,Normal,0.4913762685741199
3.1,1001.76,98.5,1,Normal,0.4966307066578953
2.98,1001.76,98.5,1,Normal,0.4966307066578953
2.95,1001.77,98.7,1,Normal,0.4982560236926832
2.94,1001.77,98.8,1,Normal,0.49791902450302616
2.93,1001.77,98.8,1,Normal,0.49791902450302616
2.98,1001.86,99.0,1,Normal,0.4999634295118818
2.98,1001.79,99.0,1,Normal,0.4999634295118818
3.01,1001.76,99.1,1,Normal,0.4999634295118818
3.05,1001.69,99.1,1,Normal,0.4985479819672528
2.9,1001.69,99.0,1,Normal,0.49648555921084075
2.87,1001.67,99.2,1,Normal,0.4973929016965129
2.8,1001.66,99.2,1,Normal,0.4973929016965129
2.86,1001.62,99.3,1,Normal,0.49735789253103735
2.92,1001.65,99.3,1,Normal,0.49902830842072504
2.95,1001.7,99.3,1,Normal,0.5040738830827083
2.98,1001.77,99.4,1,Normal,0.5068749434554743
3.08,1001.85,99.4,1,Normal,0.5068749434554743
3.11,1001.84,99.4,1,Normal,0.5054969258011492
3.22,1001.87,99.5,1,Normal,0.5068518323553024
3.24,1001.85,99.4,1,Normal,0.50719487740555
3.35,1001.89,99.5,1,Normal,0.507266051391243
3.36,1001.98,99.4,1,Normal,0.5088375705894265
3.49,1002.03,99.5,1,Normal,0.509425459388953
3.59,1002.0,99.5,1,Normal,0.5090809056678913
3.85,1002.01,99.5,1,Normal,0.5094836687928276
4.09,1002.01,99.5,1,Normal,0.5105440646714183
3.98,1002.07,99.3,1,Normal,0.5122881409055474
4.18,1002.09,99.5,1,Normal,0.5129818244274971
4.41,1002.06,99.5,1,Normal,0.5107109751713652
4.59,1002.03,99.5,1,Normal,0.5107109751713652
4.96,1002.01,99.5,1,Normal,0.5094021572601799
5.08,1002.01,99.4,1,Normal,0.5058387084101514
5.45,1002.01,99.4,1,Normal,0.5076962762986765
5.59,1001.94,99.2,1,Normal,0.5070097401988516
5.87,1001.88,99.2,1,Normal,0.5063764952815344
6.05,1001.8,99.0,1,Normal,0.5027879690133152
6.54,1001.7,99.0,1,Normal,0.4967811119428727
7.16,1001.64,98.5,1,Normal,0.49123038689274373
7.37,1001.57,98.0,1,Normal,0.4879597261620548
7.64,1001.56,97.7,1,Normal,0.48548905202909315
8.14,1001.52,97.8,1,Normal,0.4871288710843453
8.81,1001.41,98.5,1,Normal,0.49557942569475827
9.54,1001.34,98.9,1,Normal,0.4977539172752145
10.01,1001.28,98.1,1,Normal,0.4903469149262703
10.7,1001.15,96.7,1,Normal,0.489961095714324
11.44,1001.1,92.8,1,Normal,0.4697506047581955
12.32,1000.99,81.3,1,Normal,0.4630674516583612
13.11,1000.88,70.7,1,Normal,0.47456660764385544
13.6,1000.76,67.7,1,Normal,0.47128278947352176
13.69,1000.67,65.84,1,Normal,0.47419956080933895
13.87,1000.62,65.4,1,Normal,0.4781919346766566
14.12,1000.48,63.26,1,Normal,0.4858166166265032
13.92,1000.36,63.76,1,Normal,0.48403598836005085
14.03,1000.22,63.03,1,Normal,0.48653326866984087
14.15,1000.08,62.48,1,Normal,0.48563046451030567
14.41,1000.03,61.54,1,Normal,0.4917448212579309
14.55,999.97,60.46,1,Normal,0.49005167258184895
14.85,999.84,58.93,1,Normal,0.49042009521644514
14.83,999.79,58.08,1,Normal,0.4963171154230891
15.29,999.77,56.92,1,Normal,0.4934509300083448
15.11,999.69,56.94,1,Normal,0.4935201753240946
14.73,999.67,57.25,1,Normal,0.4967830115025736
30.02,999.54,57.22,1,Normal,0.6132769016818758
15.04,999.5,56.71,1,Normal,0.49418844535815554
15.22,999.43,56.36,1,Normal,0.4910714354402734
15.33,999.42,56.03,1,Normal,0.4879477564771609
15.47,999.39,55.57,1,Normal,0.48891976357414013
15.43,999.32,54.0,1,Normal,0.48859313429506
15.39,999.25,54.98,1,Normal,0.4886084444654622
15.18,999.16,55.12,1,Normal,0.4904231469261234
15.29,999.15,54.68,1,Normal,0.49226039233439584
